Hotel Name,Page,Review Number,Rating,Review Text,Sentiment
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,11,,"Unbelievably beautiful hotel.The entrance and lobby smells absolutely incredible. The staff on arrival are a delight and check in was so easy and simple.Breakfast is probably one of the best I’ve ever been to - everything you could wish for. I preferred going earlier (before 9am) when it’s quietest.There is a small supermarket less than 5 minutes walk away and then a small village with a handful of restaurants and bigger supermarkets about a 10 minute walk away up hill. There are also some lovely beachfront restaurants maybe 5 minutes along (Caldera lounge was particularly great)We had dinner in all 3 of the restaurants, the food in all of them was absolutely sublime. Service was a bit slow in Raw but we are on holiday with no rush to be anywhere so it was not a problem in anyway.There was ample parking for our hire car, and we went out exploring most days - staff at the front of the hotel always extra friendly and making recommendations to us. We were recommended Archontiko restaurant which is maybe a 10minute drive away, it has phenomenal views and a delicious menu - was our favourite meal of the trip.Our room was directly by the pool near the beach which is probably the best location we could have asked for. We preferred the pool nearer the beach as it felt cooler. We also loved watching the sunrise on many mornings.The room was very well air conditioned, beautifully decorated and the bed was ginormous and comfortable.The beach is a pebble beach but this didn’t impact us (it’s actually quite nice not to be covered in sand!) and the water is so clear.All staff were 10/10. Our room was cleaned perfectly every day and we were fully stocked with plenty of water. They allowed us a late checkout which was lovely and enabled us to relax on our last day.We also used the spa and had lovely massages - we also got exclusive use of the facilities beforehand which was such a treat! Highly recommend if you want a few hours out of the sun.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,12,,"Basically a nice adults-only resort. We got an upgrade. We had the impression that there was a lack of staff. Most of the breakfast staff worked like crazy, but couldn't keep up with the work because there just weren't enough of them. For my taste, there were too many ants for this type of hotel. The carpet in the room also smelled pretty strong. And then there was the usual occupying of the deck chairs. There are rooms above the street where it is sometimes noisy because of the street, but you have a better view and that's where the bigger pool is. We only had breakfast there and either went into the village or somewhere else to eat because it was just too expensive. We've been to cheaper hotels that were better.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,13,,"We arrived at the hotel after check-in time to be told our two sea view emerald rooms were not yet available and that actually they only had of the rooms we had booked available at all for our stay.  A 'upgrade' was offered  of suites in the new hotel block across the road.  The rooms across the road are spacious with sitting area, dressing table, tastefully decorated and well furnished. There is  a generous size bathroom with shower, bath, double sink and separate toilet, Elemis toiletries included.The room had a decent size balcony with two sun loungers and a full size outdoor jacuzzi,  which normally would have been a bonus, but who wants to sit on the balcony or try to relax in a jacuzzi with the view and loud noise of the road below?    You can see the sea, but that is far behind  the driveway, the main road and the main hotel buildings- not an ideal  sea view room.Crossing the road to the main hotel is simply dangerous, many cars and buses are driving too fast,  there is no pedestrian crossing and the road is uneven.The main hotel is set in lovely building, amazing views of the sea, well decorated, always a nice fragrance indoors and cool air con.   The main restaurant is in a beautiful setting across from the sea and has a great selection for breakfast.The beach and beach pool area are is nicely set out with comfortable sun loungers. The beach is shingle, and the sea is crystal clear.   The beach bar and restaurant are very good, in particular they have a delicious range of salads as well as toasted pittas with different dips.During our stay, the occupancy 'across the road' was very small (perhaps 5%)  I can't imagine how the beach area of the hotel would be able to cope with the extended number of guests at high season, as every sun lounger was being used while we were there and already not quite enough for the demand.  I imagine this is a problem waiting to happen.   There is another large outdoor pool 'across the road' but it's simply not as nice as being by the beach.All the hotel staff were friendly and helpful, more than happy to recommend local tavernas or day trips, and wanting to provide the best service possible.In summary, my view is that a very good hotel that is perhaps about to be spoilt by over expansion.  I definitely would not want to stay 'across the road' again, and I would seriously worry about over crowding of the main facilities and beach area if I were a guest in the main hotel in future.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,14,,"First and foremost I   want to say all of the staff that we interacted with on the property were very nice and really did seem to care genuinely about the guests and their well being. Alexandra was one that really did shine through from check in to seeing her around the property day in and day out, She was always caring and wanted to know how we were enjoying the island.We came for my husbands birthday and I   did send an email and inform reception up on check in hoping for maybe a small cake or something, this was sadly ignored. Which brings me to my next issue.Apart from that we encountered a lot of issues. First of all the staff enough nice were EXTREMELY disorganized. This was especially noticable in the Restaurant 1962 where we had breakfast every morning. Waiting for a HOT latte instead of a Luke warm one for 20 minutes is simply unacceptable, The staff were always running around and didn't seem to have a lot of training. We also had dinner at the restaurant two nights and the service was terrible considering how outrageous expensive the food is, and the portions and value for your money!  I'd not ever recommending eating there to anyone. Many other restaurants in the area with much better food and service.Next issue was anytime you needed something in your room from maintenance coming to make sure you could lower your air con down from 22 degrees, to getting ice, toiletries, or anything you had to call or text in the app at least two times,and sometimes ended up waiting over two to three hours for what you needed.Housekeeping was also didn't pay great attention to detail. Some times we'd have fully restocked bathroom amenities such as loofahs, and sometimes we couldn't. The floors were dirty as well as the bottom of our feet were black after walking around.All in all, not a five star experience that we were looking forward to! Very sad I   might add!We did submitted a stay concern via the Marriott website, and never heard directly from the hotel,  Just someone from ""customer care"" who thought they were resolving the issue and they of course did not!  We would like to hear directly from the hotel and possibly and email address that we could corrispond with would be wonderful if anyone from the hotel reads this!barefoot in the room. Layers of dust on the lamp shades to other fixtures.My husband is a convoy platinum elite, as well as we had booked our additional two nights though American Express platinum card services which both are suppose to include a 4pm check out. We really only needed about 2 pm and they swiftly told us no!  Not a great way to treat such loyal guests.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,15,,"A long awaited holiday and Miramare delivered the relaxation and peace required. The property is beautifully designed and its position at the edge of the sea gives great views  of mainland Greece. The staff were all friendly and willing to help.We do however have a few suggestions that would make the experience better.1. We were guided to what we thought was going to be a sea view room as per our booking and when we opened the door we immediately felt let down as we would be getting a view of a ramp to the first floor rooms. The customer relations manager did however sort as soon as possible and we were given a beautiful room on the first floor with view s over the olive trees to the sea. The first room should not have been offered as it did put the mood of the first day down a little.2. The breakfast area is a great place to start the day and the choice is endless. However the ""hot "" items were one notch above cold and one notch below tepid. This is not appealing and especially so with eggs benedict  that have wobbly whites and cold yolks.3. The hotel needs to take a stand on the way that beds are reserved at the pool by clients that should know better. One morning I watched as someone put their towels on beds at 08.30 and did not return until 11.00. The pool area is small for the size of the hotel and reserving beds is very selfish and rude. The size of the pool is not an issue as there are plenty of beds at the beach. but while we were there there was an unusual visitation of a large number of jellyfish and the pool seemed the more sensible idea. One small housekeeping issue on the beach - All beds should have cushions not just half of them - looks untidy. The boys who looked after this area did a great job and special mention should go to Musa who was friendly and efficient.As other reviewers have commented  if the newly opened sister hotel across the road is allowed to use the beach and pool the calm atmosphere  could change for the worse overnightWe would also rate Raw Bar - The sushi was fantastic and great value for money.Overall a great stay with a few niggles.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,16,,"In most respects a good hotel but one or two flaws. We were in the newer building so lots of stairs or lifts. There is an underpass so you can avoid crossing a busy road to go from one part to another (e.g. the room to breakfast). Supposedly there to avoid risk from the traffic but introduced the new risk of slipping on the washed stone stairs! Breakfast had a wide range of food, mostly good, but, IMO, they did not pay much, if any, attention to serving the food that was supposed to be hot much above tepid. The same applied to the coffee on several mornings.  We sat outside and at one end the staff were very helpful and brought things straight away and cleared tables quickly. At the other end a rather depressed man paid little attention to us. and seemed to resent being on duty at all. The poolside in the newer building was comfortable never overcrowded and the staff were very helpful , efficient and welcoming. We ate in their restaurants. The most expensive (the Makris) was excellent and the only eating place that conquered the wasps! The Asian/Mediterranean was a little cheaper and served some interesting dishes that were well done and the service was very good. The 1962 was not as good and the main problem with it was not the food but the service which seemed friendly but quite slapdash at times. When one of our starters was attacked by wasps they recognised the problem but just wouldn't do anything effective about it. Eventually I crossed the dish off the bill(it had been ruined) and that was accepted with reasonable grace. I enjoyed the fortnight there but I am not sure I would rush back.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,17,,"We just returned from our second visit to this beautiful hotel.We had five days last year and returned for seven days a couple of weeks ago. On both occasions we stayed in a Pavilion Retreat sea view room with a private deck and hot tub and we were half board with access to the Haute living room.For the most part we had an amazing time. Service is excellent across the board, rooms are clean and well maintained, food is excellent quality and the grounds are beautifully kept.However, we had a few niggles which I think the hotel should address. Firstly, we arrived on Friday, which is BBQ night in the 1962 restaurant (we were not aware of this prior to arriving).  We were half board but the only dining options were to participate in the BBQ for an extra fifty euros per person or eat from the vegan menu.  My partner had to had BBQ (which was not worth an extra fifty euros) and, as I'm vegetarian, I was forced to eat vegan.  Although the hotel offered us 30 mins complimentary spa access it wasn't really enough to compensate for a disappointing meal.We booked both Korypho and Makris restaurants. Korypho offered very little vegetarian choice and I was given a bland risotto so I cannot recommend this. Makris offered NO vegetarian menu which made for a very awkward situation for us, the poor kitchen and the waiting staff. The hotel went out of their way to rectify this but be aware of this (I assumed since I'd made my dietary requirements known to them, this wouldn't be an issue)The Haute living room offers snacks throughout the day but I found I was not catered for. One day there was nothing vegetarian for me to eat and a request to the kitchen by our living room host was ignored. Furthermore, the food is not labelled  correctly and although I spoke to reception about this, nothing changed. On one occasion I put a forkful of potato salad in my mouth and found it had tiny bits of bacon in.The only last point is regarding the toiletries in the room. Last year these were Byredo Le Chemin (which is made for the Luxury Hotel Group) so I was looking forward to using these. However, it seems Miramare have kept the Byredo bottles and are refilling them with an inferior product. I tried to speak to reception about this but nothing happened. It is ridiculous to put products in a room without guests being aware of the ingredients and it seems like a way to dupe guests into thinking they are being provided with a luxurious product when they are not.I really hope the hotel takes these points into consideration. We would love to return again next year.",negative
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,18,,"Was so looking forward to staying at this hotel, access to the beach,  great pool area etc, on arrival we were offered an upgrade by Maria, the friendly concierge, I declined as I was happy with the room we had originally booked, we felt slightly pressurised into looking at the upgrade, so we acquiesced.The upgrade was in a new build , across a busy road and up a step hill, we are both of a “ certain age”,  and our mountaineering days are behind us.  This building lacked atmosphere, there wasn’t a person to be seen and I didn’t feel comfortable to be staying here. I was informed that there were no rooms available in the main building,  I insisted that as far as I was concerned our booking was for the main building, Finally after much deliberation we were given a great room for the whole week in the main building.  The management team treated us like royalty,  Thank you all ,  much appreciated.The food in the buffet is of an excellent standard and the staff are attentive and very professional, pool area is spotless with plenty of bed’s available here and on the beach. I will spend the long winter nights dreaming of my stay here, Thank you Dome Miramare, we will return.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,19,,"As we entered the grounds greeted by smiling staff and a wonderful marble lobby with a proud, enormous olive tree and elegant furnishings we couldn’t stop smiling!The hotel is truly beautiful and made even more spectacular by the attentive and friendly staff members. They very kindly gave a complimentary cake and bottle of champagne on my birthday, most special because it was made to fit mine and my partners vegan diet!We stayed in room 525 which has a wonderful view of an olive tree (most rooms will), a perfectly mown lawn and the glistening crystal clear ocean.The breakfast had a great selection and the staff again were very attentive, taking away plates and filling up juice/water at every opportunity. Again, plenty of vegan options were there and I’m sure more could have been offered had we asked.The seafront is lovely and if you reach early enough sun beds are available. If not, the staff will grab one for you. The pool area can be a little crowded however.The general atmosphere is very calm and quiet, perfect for us who wanted to relax after a busy work life back home.There is a wonderful gym and spa area across the road which is perfectly maintained and smells incredible!The nearby town of Moraitika has some nice restaurants (Edesma in particular) which have great Greek food in vegan form eg moussaka, keftedakia. Staff are great there. Also a couple of very nice bars whose drinks are significantly cheaper than in the hotel!Hotel has a few activities during the week, ask for a schedule. We did a painting class with Spiros Gelekas overlooking the water which was wonderful! Highly recommend.A couple of negatives which we think could be improved upon:- Over the course of the week there was a smell of sewage in the bathroom coming from a drain next to the toilet. I’ve noted this in a previous review too. Think the plumbing needs some work.- The price of some of the souvenirs in the lobby is prohibitively expensive. For example, a bottle of olive oil from Governers costs 63eu, whilst if you go to the tour 15 mins away (corfiot oil experience) the same bottle costs 25eu. Crazy mark up.On the whole however, a brilliant experience made special by the stunning decor, location and the exceptional staff. Particular thanks to Milka and Musa who are both so friendly and attentive :)",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",2,20,,Lovely welcome at this relaxing haven on the East coast south of Corfu town .The hotel was immaculate and our room very comfortable and clean. Greek plumbing failed on one occasion but was quickly corrected. Both pool areas were lovely. The beach was a mix of sand and shingle and was kept tidy by attentive pool staff . We stayed B and B . The breakfast was excellent with every taste catered for and a choice of sitting inside or outWe visited several good local tavernas and enjoyed the surrounding area,positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",3,21,,"There are not enough superlatives to describe how wonderful our experience was of Domes Miramare. From the moment of arrival to stepping into the taxi to leave, staff were always on hand to suggest whatever would make for the best holiday experience.Ours was a four night stay in pavilion retreat accommodation with a jacuzzi, huge terrace and grassy path down to the sea. Irini, the manager of the area is exceptionally hard-working and wanted to ensure that everything was perfect for our stay. We had a lovely light, spacious room and the well-equipped bathroom was enormous. We really appreciated the room service with regular changing of linens and towels. There was never a shortage of anything.We really appreciated Haute Living lounge and terrace overlooking the sea, where there was a super range of snacks, canapés and hot food available, as well as drinks. The service there, as throughout the hotel, was excellent.As the website shows the setting for the hotel is magnificent with beautifully kept lawns, gardens, spotlessly clean paths and grassy areas right next to the sea. It was  beautiful. In April an attractive heated swimming was much appreciated.Food: the breakfast was buffet style where eggs could be freshly prepared and there was a great range of food to suit every taste. At dinner we were on half-board so we used the table d’hote menu which was excellent. The starters and main courses changed every day so there was no problem with choice. Everything was exquisitely presented and delicious to eat. Out of interest we looked at the a la carte menu which was very expensive, but it wasn’t necessary as the dishes we had were all of the highest quality.Some hotels make claims that they have paid attention to aesthetics but more often than not, they disappoint. However this is not the case at Domes Miramare. Even the books available to peruse throughout the public area of the hotel, mainly on design, were of the highest quality and interest.All the staff worked very hard but we want to express particular appreciation of Irini (Villa manager,) Nadia (Concierge) and Maria (in the restaurant.)Highly recommend this hotel for a peaceful retreat.",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",3,22,,"I need to be honest about Domes Miramare. I raised concerns not dissimilar to those I have since read on Trip Advisor this evening (so i will not repeat them) and it would appear they do not truly care. Sad as it’s a lovely facility. I had to laugh about the pool side comments. I watched the lifeguard pay more attention to a dog than she did guests. While most of the staff were extremely professional, many were sloppy. I had to point out I had not been charged for the trip into the old town and to be honest maybe I should not have paid as I don't understand why we were ferried out  (10 of us in a Maybach Van - I had to sit in front as I am claustrophobic) at 18:30 on a Sunday when most of the shops were closed and it was dark ??? In response to my ""complaint"" I got a curt, sorry you feel that way, food beverage and a ""I look forward to your review"". To be honest if i could have left I would have. I am however grateful for the 1926 and Makris staff who were on duty for dinner and the cleaners",positive
"Domes Miramare, A Luxury Collection ResortIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",3,23,,I totally agree with review from travelsdude.We were initially given a room at the back of the hotel up numerous steps I would describe it as seaview room not beach front which we paid for. They insisted it was beach front. One clear give away was their website which said seaview rooms have interconnecting rooms which ours had. Beachfront rooms do not have interconnecting rooms!!Eventually we were moved to a ground floor room which was more acceptableI felt we were being duped and it left a sour taste not what you want at the start of your holidayHousekeeping left a lot to be desired bear minimum at best glasses left dirty wine glasses not replaced only bathroom floor cleanedI will not be returning,positive
